"GeneName","n_eqtl","min_p","islet_available"
"GALNT8",1,3.95738e-37,TRUE
"KCNA6",1,1.7682e-38,TRUE
"KCNA1",1,1.4783e-08,TRUE
"LTBR",1,1.59442e-33,TRUE
"TAPBPL",1,6.77512e-54,TRUE
"VAMP1",1,8.72084e-26,TRUE
"GAPDH",1,3.34475e-10,TRUE
"PIANP",1,1.19303e-07,TRUE
"MLF2",1,2.0932e-10,TRUE
"GNB3",1,4.43323e-07,TRUE
"SLC2A14",1,2.35444e-11,TRUE
"MFAP5",1,4.65992e-15,TRUE
"PHC1",1,1.72392e-07,TRUE
"CLEC1A",1,9.01946e-10,TRUE
"OLR1",1,1.9183e-06,TRUE
"KLRK1",1,1.65257e-15,TRUE
"MAGOHB",1,2.2329e-07,TRUE
"TAS2R20",1,3.85651e-07,TRUE
"TAS2R14",1,3.19684e-33,TRUE
"PRR4",1,3.7731e-39,TRUE
"RP11-434C1.1",1,1.13335e-51,TRUE
"CDKN1B",1,1.25023e-06,TRUE
"CASKIN2",2,3.27001e-08,TRUE
"SMIM5",2,1.88232e-09,TRUE
"LINC00942",2,1.01939e-12,TRUE
"SPSB2",2,7.68165e-39,TRUE
"PEX5",2,1.37964e-09,TRUE
"C3AR1",2,1.69635e-07,TRUE
"KLRG1",2,1.09985e-10,TRUE
"KLRC4-KLRK1",2,5.07436e-14,TRUE
"KCTD2",3,3.96916e-08,TRUE
"GPRC5A",1,2.79382e-09,TRUE
"C12orf36",1,4.31814e-18,TRUE
"PLBD1",1,9.73368e-08,TRUE
"GUCY2C",1,2.51232e-10,TRUE
"RERGL",1,5.41145e-07,TRUE
"PYROXD1",1,6.99426e-33,TRUE
"KCNJ8",1,2.51273e-06,TRUE
"ABCC9",1,4.03472e-14,TRUE
"C2CD5",1,2.80028e-12,TRUE
"BCAT1",1,1.34069e-09,TRUE
"CASC1",1,4.45069e-15,TRUE
"TM7SF3",1,1.69867e-08,TRUE
"REP15",1,2.55374e-42,TRUE
"KLHL42",1,3.52506e-13,TRUE
"CCDC91",1,1.54321e-06,TRUE
"CAPRIN2",1,1.70973e-09,TRUE
"LINC00941",1,1.85408e-15,TRUE
"DDX11",1,7.90405e-164,TRUE
"CDC25A",1,1.95304e-23,TRUE
"ZNF589",1,6.70499e-07,TRUE
"NME6",1,5.91716e-10,TRUE
"TMA7",1,7.45369e-07,TRUE
"ATRIP",1,9.73781e-06,TRUE
"TREX1",1,6.04024e-12,TRUE
"SLC26A6",1,2.14864e-10,TRUE
"NCKIPSD",1,1.50275e-11,TRUE
"P4HTM",1,1.13747e-07,TRUE
"WDR6",1,1.30012e-06,TRUE
"AMT",1,4.39246e-06,TRUE
"NICN1",1,4.57678e-08,TRUE
"BSN-AS2",1,9.68308e-09,TRUE
"RNF123",1,1.91733e-08,TRUE
"AMIGO3",1,1.54307e-08,TRUE
"GMPPB",1,1.75754e-08,TRUE
"UBA7",1,7.7293e-15,TRUE
"RBM6",1,4.83307e-12,TRUE
"HYAL3",1,1.03324e-15,TRUE
"CYB561D2",1,2.85032e-09,TRUE
"DOCK3",1,3.66953e-06,TRUE
"ABHD14A",1,7.48931e-06,TRUE
"RPL29",1,4.70435e-07,TRUE
"ALAS1",1,5.96839e-07,TRUE
"GLYCTK",1,1.2934e-06,TRUE
"GNL3",1,2.4815e-09,TRUE
"NEK4",1,1.12259e-10,TRUE
"ITIH4",1,1.67403e-11,TRUE
"C12orf39",2,1.56139e-12,TRUE
"LYRM5",1,2.22164e-06,TRUE
"CCDC36",2,1.25743e-06,TRUE
"PPM1M",2,3.38295e-28,TRUE
"RP5-966M1.6",1,4.61728e-12,TRUE
"RFT1",1,1.76153e-09,TRUE
"ARHGEF26",1,7.28652e-26,TRUE
"PLCH1",1,3.39317e-09,TRUE
"LINC00886",1,1.82514e-13,TRUE
"C3orf55",1,7.23689e-19,TRUE
"RSRC1",1,1.28024e-08,TRUE
"GFM1",1,4.40503e-06,TRUE
"LXN",1,9.37768e-07,TRUE
"RARRES1",1,7.13892e-08,TRUE
"IL12A",1,4.49307e-06,TRUE
"B3GALNT1",1,8.79668e-07,TRUE
"SERPINI1",1,3.27855e-11,TRUE
"GPR160",1,1.29338e-09,TRUE
"SLC7A14",1,7.06723e-07,TRUE
"NCEH1",1,1.90435e-15,TRUE
"TBL1XR1",1,2.36966e-06,TRUE
"KCNMB2",1,2.24752e-09,TRUE
"KCNMB3",1,8.94369e-19,TRUE
"MFN1",1,1.16267e-15,TRUE
"RP11-145M9.4",1,3.27156e-06,TRUE
"PEX5L",1,9.36491e-47,TRUE
"MAP6D1",1,2.57231e-56,TRUE
"ECE2",1,1.85519e-16,TRUE
"CAMK2N2",1,6.75043e-08,TRUE
"RP11-329B9.4",1,2.49461e-07,TRUE
"C3orf70",1,6.67862e-11,TRUE
"IGF2BP2",1,1.24624e-11,TRUE
"ST6GAL1",1,2.17407e-23,TRUE
"RPL39L",1,7.46259e-07,TRUE
"RTP4",1,2.2845e-06,TRUE
"LEPREL1",1,2.60673e-09,TRUE
"CLDN16",1,3.57323e-12,TRUE
"CCDC50",1,9.56638e-10,TRUE
"LRRC15",1,8.2124e-08,TRUE
"LSG1",1,1.1571e-06,TRUE
"XXYLT1",1,2.33231e-13,TRUE
"AC069513.4",1,1.47478e-22,TRUE
"LINC00969",1,2.93328e-21,TRUE
"RP11-447L10.1",1,1.16561e-08,TRUE
"TCTEX1D2",1,2.50341e-08,TRUE
"TM4SF19",1,1.02247e-06,TRUE
"PIGX",1,6.11477e-10,TRUE
"PIGZ",1,6.35653e-21,TRUE
"LEKR1",2,3.92166e-26,TRUE
"PPM1L",2,2.33954e-10,TRUE
"RP11-408H1.3",2,5.17503e-19,TRUE
"MCCC1",2,8.08711e-08,TRUE
"GP5",2,1.15277e-06,TRUE
"MUC20",2,6.91465e-12,TRUE
"CWC15",1,2.67953e-11,TRUE
"CEP57",1,3.6778e-09,TRUE
"CCDC82",1,2.61616e-10,TRUE
"CNTN5",1,5.374e-13,TRUE
"ARHGAP42",1,1.50446e-25,TRUE
"TMEM133",1,3.55951e-20,TRUE
"MMP7",1,2.31352e-18,TRUE
"MMP1",1,6.58381e-09,TRUE
"CASP1",1,2.48423e-09,TRUE
"GRIA4",1,1.26036e-09,TRUE
"RP11-819C21.1",1,1.16578e-11,TRUE
"CWF19L2",1,6.70349e-07,TRUE
"SLC35F2",1,1.52217e-11,TRUE
"ATM",1,3.20908e-06,TRUE
"KDELC2",1,3.81531e-27,TRUE
"LAYN",1,1.96365e-15,TRUE
"PPP2R1B",1,1.21025e-06,TRUE
"C11orf1",1,1.24306e-06,TRUE
"SDHD",1,3.02161e-06,TRUE
"IL18",1,6.89694e-25,TRUE
"AP002884.3",1,4.36804e-16,TRUE
"BCO2",1,8.8286e-21,TRUE
"TTC12",1,1.95549e-44,TRUE
"FXYD2",1,5.83617e-07,TRUE
"FXYD6-FXYD2",1,4.42025e-10,TRUE
"FXYD6",1,8.58741e-19,TRUE
"SCN4B",1,4.03226e-07,TRUE
"MPZL2",1,8.55716e-10,TRUE
"IFT46",1,1.44409e-16,TRUE
"TRAPPC4",1,1.618e-37,TRUE
"RP11-110I1.14",1,2.87943e-15,TRUE
"VPS11",1,1.00081e-13,TRUE
"HMBS",1,7.25532e-17,TRUE
"CCDC153",1,1.13883e-06,TRUE
"CBL",1,2.65432e-08,TRUE
"THY1",1,9.36459e-07,TRUE
"ARHGEF12",1,2.2883e-06,TRUE
"CCDC15",1,8.07708e-12,TRUE
"DDX25",1,1.77436e-14,TRUE
"FOXRED1",1,4.2827e-37,TRUE
"DCPS",1,4.60504e-12,TRUE
"ST3GAL4",1,1.98769e-23,TRUE
"KIRREL3",1,3.28666e-09,TRUE
"NFRKB",1,8.24014e-09,TRUE
"RP11-890B15.3",1,1.27545e-24,TRUE
"SNX19",1,1.80983e-22,TRUE
"RP11-713P17.5",1,1.16955e-33,TRUE
"ACAT1",2,3.02878e-07,TRUE
"FDX1",2,3.20526e-11,TRUE
"MPZL3",2,2.56959e-35,TRUE
"RP11-713P17.3",1,1.37803e-08,TRUE
"ACAD8",1,1.51014e-06,TRUE
"GLB1L3",1,1.68021e-23,TRUE
"GLB1L2",1,3.23851e-16,TRUE
"B3GAT1",1,2.67126e-20,TRUE
"ABTB2",1,2.10772e-08,TRUE
"CAT",1,1.50577e-30,TRUE
"PDHX",1,1.37785e-07,TRUE
"APIP",1,4.28038e-32,TRUE
"SLC1A2",1,2.26118e-07,TRUE
"FJX1",1,2.63723e-06,TRUE
"LINC00610",1,3.90481e-16,TRUE
"COMMD9",1,2.17893e-09,TRUE
"HSD17B12",1,1.08636e-55,TRUE
"ACCS",1,3.61178e-33,TRUE
"TP53I11",1,1.57265e-07,TRUE
"RP11-430H10.1",1,5.63423e-30,TRUE
"GYLTL1B",1,1.29427e-11,TRUE
"MDK",1,5.79313e-07,TRUE
"ARHGAP1",1,5.33212e-07,TRUE
"F2",1,1.24532e-15,TRUE
"LRP4",1,3.66185e-10,TRUE
"PACSIN3",1,7.49756e-08,TRUE
"NR1H3",1,3.3798e-07,TRUE
"MADD",1,1.33736e-20,TRUE
"FOLH1",1,4.3443e-06,TRUE
"LRRC55",1,1.9257e-16,TRUE
"TIMM10",1,3.17051e-18,TRUE
"MED19",1,2.90052e-13,TRUE
"LPXN",1,2.15754e-08,TRUE
"DTX4",1,3.39821e-10,TRUE
"GIF",1,6.02387e-06,TRUE
"MS4A7",1,7.85534e-13,TRUE
"MS4A14",1,3.24705e-21,TRUE
"ZP1",1,6.26166e-09,TRUE
"CD6",1,2.01558e-07,TRUE
"CD5",1,3.49132e-12,TRUE
"RP11-855O10.2",1,1.92482e-07,TRUE
"DAGLA",1,8.4923e-08,TRUE
"FADS2",1,6.65696e-11,TRUE
"ASRGL1",1,8.54714e-11,TRUE
"EEF1G",1,9.10593e-21,TRUE
"MIR3654",1,7.20708e-21,TRUE
"EML3",1,2.44055e-10,TRUE
"BSCL2",1,7.06814e-07,TRUE
"TMEM179B",1,3.14521e-06,TRUE
"JAM3",2,2.91818e-08,TRUE
"RP11-469N6.1",2,1.3191e-25,TRUE
"FADS1",2,5.07503e-08,TRUE
"ACP2",3,9.26084e-17,TRUE
"PLA2G16",1,5.61982e-35,TRUE
"ATL3",1,1.24652e-09,TRUE
"TRPT1",1,2.9232e-06,TRUE
"TRMT112",1,7.32263e-13,TRUE
"AP003068.23",1,5.64768e-89,TRUE
"POLA2",1,3.16134e-09,TRUE
"LTBP3",1,8.65212e-15,TRUE
"RWDD1",1,2.25837e-06,TRUE
"RSPH4A",1,3.74582e-12,TRUE
"ZUFSP",1,3.60252e-12,TRUE
"FAM162B",1,2.38666e-11,TRUE
"DCBLD1",1,5.36649e-13,TRUE
"NUS1",1,6.54628e-21,TRUE
"CEP85L",1,1.61308e-14,TRUE
"SERINC1",1,9.91799e-10,TRUE
"SMPDL3A",1,2.06191e-08,TRUE
"CLVS2",1,7.63662e-07,TRUE
"TPD52L1",1,3.66448e-08,TRUE
"HDDC2",1,4.5564e-23,TRUE
"TRMT11",1,2.14568e-08,TRUE
"C6orf58",1,8.40637e-17,TRUE
"SAMD3",1,7.28153e-07,TRUE
"ENPP1",1,7.0203e-11,TRUE
"STX7",1,9.49461e-09,TRUE
"VNN3",1,3.33509e-08,TRUE
"VNN2",1,2.58786e-11,TRUE
"SLC18B1",1,4.91393e-07,TRUE
"RPS12",1,2.68601e-07,TRUE
"EYA4",1,1.28166e-09,TRUE
"HBS1L",1,1.56099e-07,TRUE
"LINC00271",1,2.43477e-13,TRUE
"OLIG3",1,7.97332e-13,TRUE
"HEBP2",1,1.45419e-08,TRUE
"ECT2L",1,2.23255e-06,TRUE
"ABRACL",1,1.03976e-09,TRUE
"VTA1",1,5.24084e-08,TRUE
"PEX3",1,4.38119e-09,TRUE
"PHACTR2",1,1.98515e-06,TRUE
"RP3-466P17.1",1,5.25869e-13,TRUE
"RP3-466P17.2",1,2.14818e-06,TRUE
"STXBP5",1,2.24531e-07,TRUE
"SAMD5",1,1.20505e-07,TRUE
"GINM1",1,5.28929e-08,TRUE
"NUP43",1,9.63412e-17,TRUE
"PPP1R14B",2,4.36958e-07,TRUE
"NAALADL1",2,2.39816e-14,TRUE
"HSF2",2,2.58242e-07,TRUE
"SMLR1",2,3.06858e-54,TRUE
"ALDH8A1",2,3.13902e-12,TRUE
"PEX7",2,1.3928e-09,TRUE
"LRP11",1,1.06891e-08,TRUE
"ULBP2",1,1.15396e-10,TRUE
"ULBP1",1,2.28666e-07,TRUE
"IYD",1,7.58069e-07,TRUE
"CCDC170",1,1.77244e-26,TRUE
"SYNE1",1,1.18797e-06,TRUE
"MTRF1L",1,1.78355e-60,TRUE
"IPCEF1",1,2.11232e-06,TRUE
"TFB1M",1,1.79384e-37,TRUE
"TMEM242",1,1.60683e-16,TRUE
"SERAC1",1,4.09699e-11,TRUE
"GTF2H5",1,3.92973e-09,TRUE
"DYNLT1",1,1.06709e-09,TRUE
"RSPH3",1,2.89333e-09,TRUE
"RP3-393E18.2",1,4.079e-07,TRUE
"PNLDC1",1,1.54996e-09,TRUE
"SLC22A3",1,3.22463e-22,TRUE
"PACRG",1,3.13328e-12,TRUE
"C6orf118",1,1.07385e-06,TRUE
"PRR18",1,6.94653e-13,TRUE
"MPC1",1,1.76677e-10,TRUE
"RP11-514O12.4",1,2.74028e-07,TRUE
"RNASET2",1,1.46287e-08,TRUE
"TTLL2",1,8.51778e-13,TRUE
"DACT2",1,2.2596e-09,TRUE
"THBS2",1,1.8731e-06,TRUE
"WDR27",1,3.4803e-07,TRUE
"C6orf120",1,4.81211e-08,TRUE
"LINC00574",1,6.28089e-09,TRUE
"FAM120B",1,2.29267e-17,TRUE
"PSMB1",1,1.08433e-06,TRUE
"HCG27",1,2.29028e-11,TRUE
"HLA-C",1,8.89944e-106,TRUE
"HLA-B",1,6.5038e-11,TRUE
"XXbac-BPG181B23.7",1,5.552e-55,TRUE
"MICA",1,2.83863e-51,TRUE
"MICB",1,6.03636e-41,TRUE
"ATP6V1G2",1,1.6741e-13,TRUE
"LY6G5C",1,1.24195e-15,TRUE
"MSH5",1,3.87518e-19,TRUE
"MSH5-SAPCD1",1,4.54739e-20,TRUE
"SAPCD1",1,4.03264e-22,TRUE
"HSPA1A",1,1.53363e-07,TRUE
"EHMT2",1,6.25542e-07,TRUE
"SKIV2L",1,3.60014e-07,TRUE
"C4A",1,6.74409e-20,TRUE
"C4B",1,2.38835e-11,TRUE
"RAET1G",2,1.40889e-29,TRUE
"SLC22A2",2,3.78803e-11,TRUE
"VWA7",2,7.12383e-21,TRUE
"FKBPL",1,1.17352e-07,TRUE
"HLA-DRB5",1,2.55643e-86,TRUE
"HLA-DRB1",1,8.53243e-67,TRUE
"HLA-DQA1",1,7.52999e-100,TRUE
"HLA-DQB1",1,2.68654e-99,TRUE
"HLA-DOB",1,4.55847e-20,TRUE
"TAP2",3,3.23479e-20,TRUE
"PSMB9",1,2.09837e-14,TRUE
"HLA-DMB",1,2.44482e-13,TRUE
"HLA-DMA",1,6.87311e-35,TRUE
"HLA-DOA",1,3.08754e-09,TRUE
"HLA-DPB1",1,1.51934e-28,TRUE
"HLA-DPA1",1,8.36479e-21,TRUE
"HSD17B8",1,4.47232e-08,TRUE
"RPS18",1,2.11439e-10,TRUE
"BAK1",1,1.39911e-23,TRUE
"ITPR3",1,2.04508e-07,TRUE
"LEMD2",1,1.38973e-08,TRUE
"GRM4",1,7.97471e-12,TRUE
"RPS10-NUDT3",1,5.66107e-10,TRUE
"RPS10",1,1.43394e-09,TRUE
"UHRF1BP1",1,4.00074e-16,TRUE
"TAF11",1,3.1574e-09,TRUE
"RPL10A",1,2.04605e-06,TRUE
"TEAD3",1,4.39379e-09,TRUE
"CLPS",1,8.95111e-09,TRUE
"SRPK1",1,1.46733e-06,TRUE
"MAPK13",1,2.24529e-12,TRUE
"ETV7",1,4.50639e-14,TRUE
"C6orf89",1,2.33968e-15,TRUE
"PPIL1",1,2.32485e-24,TRUE
"CCDC167",1,1.01967e-08,TRUE
"MDGA1",1,1.52884e-23,TRUE
"GLO1",1,1.61962e-08,TRUE
"KCNK17",1,2.76083e-28,TRUE
"KIF6",1,3.9013e-30,TRUE
"UNC5CL",1,1.20188e-07,TRUE
"USP49",1,7.17143e-08,TRUE
"GUCA1B",1,1.73335e-09,TRUE
"MRPS10",1,2.91235e-24,TRUE
"PRPH2",1,2.31313e-78,TRUE
"PEX6",1,5.34119e-65,TRUE
"RRP36",1,4.65914e-07,TRUE
"MRPL14",1,1.24932e-08,TRUE
"ENPP4",1,5.92759e-12,TRUE
"ALG10B",1,5.8896e-08,TRUE
"RNF5",2,1.26442e-08,TRUE
"PACSIN1",2,2.66387e-07,TRUE
"SNRPC",2,3.20608e-07,TRUE
"LRRK2",1,1.27592e-13,TRUE
"PDZRN4",1,9.77293e-07,TRUE
"NELL2",1,1.05247e-06,TRUE
"RP11-96H19.1",1,3.39783e-24,TRUE
"RP11-446N19.1",1,1.29267e-13,TRUE
"RP1-197B17.3",1,1.58251e-14,TRUE
"ENDOU",1,2.8893e-07,TRUE
"RAPGEF3",1,4.91699e-21,TRUE
"HDAC7",1,1.61393e-08,TRUE
"VDR",1,4.8705e-08,TRUE
"KANSL2",1,2.40068e-06,TRUE
"CACNB3",1,3.17278e-07,TRUE
"CCDC65",1,2.6487e-20,TRUE
"C1QL4",1,1.07374e-06,TRUE
"DNAJC22",1,7.69293e-20,TRUE
"FAIM2",1,1.30548e-08,TRUE
"COX14",1,1.10597e-09,TRUE
"CERS5",1,4.42081e-10,TRUE
"TMPRSS12",1,3.99066e-07,TRUE
"KRT6B",1,7.3022e-10,TRUE
"KRT5",1,1.19687e-07,TRUE
"KRT79",1,2.15189e-11,TRUE
"ATP5G2",1,1.44601e-06,TRUE
"SMUG1",1,1.51284e-14,TRUE
"PDE1B",1,1.8762e-06,TRUE
"RDH5",1,1.64613e-16,TRUE
"TIMELESS",1,7.49734e-09,TRUE
"PRIM1",1,6.0913e-07,TRUE
"PWP1",1,2.98408e-06,TRUE
"WSCD2",1,5.82031e-09,TRUE
"ISCU",1,1.50805e-07,TRUE
"UBE3B",1,6.55241e-07,TRUE
"KCTD10",1,2.37805e-07,TRUE
"MMAB",1,1.05754e-07,TRUE
"TRPV4",1,7.83477e-07,TRUE
"GLTP",1,8.6761e-08,TRUE
"ARPC3",1,2.27073e-16,TRUE
"FAM216A",1,2.85913e-06,TRUE
"VPS29",1,4.52395e-08,TRUE
"RP11-162P23.2",1,6.53504e-08,TRUE
"ALDH2",1,2.35198e-09,TRUE
"MAPKAPK5",1,4.53741e-06,TRUE
"TMEM116",1,1.9074e-10,TRUE
"DTX1",1,9.29393e-12,TRUE
"RASAL1",1,6.27267e-24,TRUE
"TMEM106C",2,4.92097e-11,TRUE
"TUBA1C",2,3.00237e-09,TRUE
"AQP5",2,1.80764e-06,TRUE
"RP11-423G4.7",2,8.13003e-15,TRUE
"RP3-462E2.3",2,9.34918e-07,TRUE
"C12orf52",1,7.45878e-08,TRUE
"PLBD2",1,1.46658e-07,TRUE
"TESC",1,5.54002e-07,TRUE
"RP11-103B5.2",1,2.44916e-06,TRUE
"NOS1",1,1.00218e-06,TRUE
"WSB2",1,6.84189e-09,TRUE
"VSIG10",1,1.55198e-08,TRUE
"SUDS3",1,1.97789e-07,TRUE
"TMEM233",1,2.82923e-07,TRUE
"GATC",1,2.42152e-13,TRUE
"COQ5",1,1.41942e-08,TRUE
"POP5",1,5.7759e-15,TRUE
"C12orf43",1,1.30195e-18,TRUE
"P2RX4",1,6.31851e-09,TRUE
"RP11-347I19.8",1,1.64823e-06,TRUE
"AC084018.1",1,6.73349e-07,TRUE
"WDR66",1,2.09797e-11,TRUE
"LRRC43",1,2.35531e-06,TRUE
"B3GNT4",1,5.22662e-06,TRUE
"CLIP1",1,2.32591e-06,TRUE
"HIP1R",1,1.75693e-08,TRUE
"CDK2AP1",1,6.23216e-11,TRUE
"hsa-mir-8072",1,1.27509e-06,TRUE
"DDX55",1,1.05534e-16,TRUE
"EIF2B1",1,6.39319e-07,TRUE
"TCTN2",1,1.4485e-16,TRUE
"RP11-338K17.8",1,1.03632e-11,TRUE
"ATP6V0A2",1,8.35896e-12,TRUE
"UBC",1,3.28855e-07,TRUE
"TMEM132B",1,3.69147e-15,TRUE
"RP4-809F18.1",1,6.42965e-08,TRUE
"SLC15A4",1,1.10203e-07,TRUE
"FZD10",1,1.99228e-07,TRUE
"RP11-76C10.5",1,1.11956e-18,TRUE
"EP400NL",1,2.67703e-31,TRUE
"DDX51",1,2.22073e-22,TRUE
"RP13-977J11.2",1,3.04671e-45,TRUE
"P2RX2",1,1.79437e-07,TRUE
"ANKLE2",1,2.32056e-23,TRUE
"ZNF605",1,1.33473e-11,TRUE
"TDRKH",1,1.02608e-32,TRUE
"LINGO4",1,3.89137e-14,TRUE
"THEM5",1,4.69498e-06,TRUE
"HRNR",1,7.16341e-24,TRUE
"FLG",1,8.69663e-42,TRUE
"SPRR1A",1,4.17931e-29,TRUE
"C12orf49",2,1.33602e-06,TRUE
"AACS",2,6.25861e-07,TRUE
"STX2",2,3.68115e-12,TRUE
"SPRR2A",2,2.81572e-11,TRUE
"S100A3",1,3.76242e-06,TRUE
"S100A14",1,1.43961e-20,TRUE
"S100A1",1,4.11201e-21,TRUE
"CREB3L4",1,2.70772e-07,TRUE
"NUP210L",1,7.58432e-29,TRUE
"PYGO2",1,3.40165e-06,TRUE
"ADAM15",1,8.66838e-20,TRUE
"MUC1",1,2.43862e-09,TRUE
"THBS3",1,1.2637e-14,TRUE
"GBA",1,1.50923e-07,TRUE
"RIT1",1,9.16787e-08,TRUE
"PMF1-BGLAP",1,4.03298e-06,TRUE
"PAQR6",1,5.44449e-45,TRUE
"APOA1BP",1,4.76209e-09,TRUE
"SH2D2A",1,7.79519e-08,TRUE
"KIRREL",1,1.64406e-06,TRUE
"APCS",1,1.40588e-06,TRUE
"SLAMF8",1,3.21473e-22,TRUE
"C1orf204",1,7.36565e-36,TRUE
"IGSF8",1,1.75769e-06,TRUE
"F11R",1,6.99477e-09,TRUE
"C1orf192",1,1.95457e-06,TRUE
"FCRLB",1,2.12748e-08,TRUE
"ATF6",1,1.63662e-06,TRUE
"RGS5",1,3.64853e-07,TRUE
"RXRG",1,6.20775e-09,TRUE
"MGST3",1,1.34725e-11,TRUE
"ALDH9A1",1,1.55866e-18,TRUE
"MAEL",1,9.58633e-29,TRUE
"CREG1",1,1.51334e-12,TRUE
"TIPRL",1,3.23109e-08,TRUE
"NME7",1,1.30865e-11,TRUE
"CCDC181",1,4.67122e-15,TRUE
"KCNH1",1,1.95527e-06,TRUE
"RP11-15I11.3",1,4.53251e-12,TRUE
"PPP2R5A",1,8.16765e-09,TRUE
"TMEM206",1,2.28336e-10,TRUE
"TATDN3",1,2.633e-14,TRUE
"FLVCR1-AS1",1,4.81099e-99,TRUE
"FLVCR1",1,9.9547e-08,TRUE
"USH2A",1,1.02245e-35,TRUE
"ESRRG",1,3.09157e-07,TRUE
"RRP15",1,1.94249e-08,TRUE
"LYPLAL1",1,9.67671e-11,TRUE
"C1orf115",1,6.73662e-14,TRUE
"MARC1",1,4.51551e-07,TRUE
"TAF1A",1,6.74486e-08,TRUE
"MIA3",1,1.06705e-09,TRUE
"RP11-122G18.5",2,6.25636e-08,TRUE
"ILDR2",2,1.58889e-06,TRUE
"BROX",1,1.36009e-10,TRUE
"AIDA",1,3.8962e-13,TRUE
"SUSD4",1,9.83097e-07,TRUE
"CAPN8",1,2.20759e-06,TRUE
"CAPN2",1,3.47726e-15,TRUE
"CNIH4",1,5.63484e-08,TRUE
"EPHX1",1,5.98599e-24,TRUE
"LEFTY1",1,1.71465e-34,TRUE
"PYCR2",1,1.50188e-08,TRUE
"RP4-559A3.7",1,2.46143e-07,TRUE
"H3F3A",1,6.41522e-56,TRUE
"PSEN2",1,3.86134e-09,TRUE
"ADCK3",1,1.05317e-08,TRUE
"CDC42BPA",1,2.89602e-06,TRUE
"SNAP47",1,6.83358e-07,TRUE
"CAPN9",1,8.92876e-21,TRUE
"ARV1",1,1.80536e-06,TRUE
"MAP10",1,3.63876e-14,TRUE
"NTPCR",1,1.88124e-21,TRUE
"SLC35F3",1,2.23805e-10,TRUE
"COA6",1,4.23715e-32,TRUE
"TBCE",1,3.30038e-10,TRUE
"B3GALNT2",1,3.22531e-12,TRUE
"ERO1LB",1,5.84017e-29,TRUE
"EDARADD",1,2.74026e-10,TRUE
"RYR2",1,4.28189e-07,TRUE
"RP11-371I1.2",1,2.08848e-06,TRUE
"GREM2",1,5.42767e-09,TRUE
"KMO",1,9.47708e-07,TRUE
"OPN3",1,4.49386e-08,TRUE
"SDCCAG8",1,1.10687e-08,TRUE
"ADSS",1,2.5075e-06,TRUE
"EFCAB2",1,5.87937e-68,TRUE
"RP11-156E8.1",1,1.66095e-14,TRUE
"ZNF695",1,1.55596e-06,TRUE
"ZNF670",1,4.18429e-09,TRUE
"ZNF669",1,4.09352e-08,TRUE
"C1orf229",1,1.4115e-06,TRUE
"ZNF124",1,2.15825e-13,TRUE
"RP11-488L18.10",1,1.02786e-16,TRUE
"ZNF496",1,8.27068e-19,TRUE
"NLRP3",1,8.96838e-21,TRUE
"TRIM58",1,1.37526e-12,TRUE
"PGBD2",1,9.28308e-07,TRUE
"CRYL1",1,4.34369e-11,TRUE
"MICU2",1,3.40697e-08,TRUE
"SACS-AS1",1,1.22732e-06,TRUE
"LINC00327",1,8.15444e-10,TRUE
"C1QTNF9B",1,1.70727e-19,TRUE
"RP11-309I15.1",1,9.5881e-09,TRUE
"C1QTNF9",1,4.98563e-07,TRUE
"PARP4",1,8.633e-14,TRUE
"AMER2",1,3.1516e-19,TRUE
"MTMR6",1,5.10003e-11,TRUE
"ATP8A2",1,2.29332e-08,TRUE
"SHISA2",1,3.04248e-07,TRUE
"RNF6",1,7.24405e-19,TRUE
"CDK8",1,9.79191e-12,TRUE
"WASF3",1,1.93392e-11,TRUE
"POLR1D",1,2.1937e-15,TRUE
"LINC00543",1,7.59449e-07,TRUE
"SLC7A1",1,1.91162e-06,TRUE
"MEDAG",1,3.82103e-07,TRUE
"B3GALTL",1,1.47954e-17,TRUE
"KL",1,1.50879e-07,TRUE
"RP11-37L2.1",1,2.88112e-06,TRUE
"DCLK1",1,1.61651e-06,TRUE
"CCDC169",1,5.56549e-20,TRUE
"SOHLH2",1,1.07946e-24,TRUE
"CCDC169-SOHLH2",1,1.21202e-22,TRUE
"SPG20",1,3.45299e-19,TRUE
"SMAD9",1,1.61253e-13,TRUE
"POSTN",1,2.76234e-08,TRUE
"TRPC4",1,2.83974e-08,TRUE
"TNFSF11",1,7.44655e-07,TRUE
"LINC01050",1,3.20522e-13,TRUE
"DNAJC15",1,9.71525e-102,TRUE
"CCDC122",1,1.19694e-09,TRUE
"SMIM2",1,1.30023e-30,TRUE
"LINC01071",1,4.80848e-18,TRUE
"COG3",1,3.78981e-07,TRUE
"LRCH1",1,3.02269e-09,TRUE
"HTR2A",1,3.46919e-10,TRUE
"SUCLA2",1,1.02041e-07,TRUE
"MED4",1,3.07157e-09,TRUE
"TMEM61",1,7.71613e-13,TRUE
"FGGY",1,2.38253e-08,TRUE
"L1TD1",1,1.09094e-52,TRUE
"DOCK7",1,4.42771e-15,TRUE
"ITGB3BP",1,5.31405e-96,TRUE
"LEPROT",1,1.09011e-09,TRUE
"HHLA3",1,1.67583e-12,TRUE
"PTGER3",1,2.30407e-14,TRUE
"LRRIQ3",1,3.34031e-62,TRUE
"FPGT",1,2.06069e-31,TRUE
"FLT3",2,2.15104e-24,TRUE
"N4BP2L2",2,2.61549e-07,TRUE
