"GeneName","n_eqtl","min_p","islet_available"
"NMUR1",1,3.70999e-07,TRUE
"ECEL1",1,2.59627e-07,TRUE
"EFHD1",1,1.10065e-19,TRUE
"PROZ",3,2.07715e-11,TRUE
"KCNJ13",1,2.18268e-07,TRUE
"NGEF",1,2.3274e-07,TRUE
"USP40",1,5.78293e-18,TRUE
"RBM44",1,4.19707e-16,TRUE
"ESPNL",1,9.98098e-42,TRUE
"AC016757.3",1,5.40846e-20,TRUE
"ASB1",1,3.31442e-11,TRUE
"NDUFA10",1,1.04464e-29,TRUE
"ANKMY1",1,1.29064e-15,TRUE
"AC011298.2",1,3.19454e-08,TRUE
"AGXT",1,7.14561e-23,TRUE
"C2orf54",1,2.84347e-43,TRUE
"MTERFD2",1,2.07519e-11,TRUE
"PASK",1,1.04516e-06,TRUE
"ANO7",1,6.87054e-18,TRUE
"SEPT2",1,2.74096e-25,TRUE
"FARP2",1,2.4348e-07,TRUE
"D2HGDH",1,5.79629e-24,TRUE
"AC093642.3",1,7.07871e-08,TRUE
"PPP1CB",1,1.91781e-10,TRUE
"TRMT61B",1,6.43439e-46,TRUE
"FAM179A",1,1.60814e-22,TRUE
"LCLAT1",1,1.07445e-13,TRUE
"GALNT14",1,1.51526e-13,TRUE
"RP11-563N4.1",1,5.14781e-07,TRUE
"TTC27",1,2.96632e-13,TRUE
"LTBP1",1,3.7413e-10,TRUE
"RASGRP3",1,1.2919e-07,TRUE
"AC073218.2",1,1.32914e-06,TRUE
"NDUFAF7",1,1.97765e-09,TRUE
"CEBPZ",1,2.27804e-07,TRUE
"RMDN2",1,1.05135e-14,TRUE
"GALM",1,4.62005e-09,TRUE
"SLC8A1",1,1.54051e-06,TRUE
"PKDCC",1,7.12547e-08,TRUE
"HAAO",1,3.64676e-10,TRUE
"DYNC2LI1",1,3.38681e-09,TRUE
"LRPPRC",1,7.29316e-16,TRUE
"RP11-89K21.1",1,1.07966e-17,TRUE
"SIX3",1,5.48385e-24,TRUE
"AC012354.6",1,2.48e-21,TRUE
"SIX2",1,7.78164e-10,TRUE
"SRBD1",1,7.27449e-08,TRUE
"ATP6V1E2",1,2.44683e-18,TRUE
"MCFD2",1,2.6946e-11,TRUE
"BCYRN1",1,1.41034e-06,TRUE
"AC073283.4",1,4.98297e-11,TRUE
"MSH2",1,6.67945e-19,TRUE
"PPP1R21",1,1.35442e-10,TRUE
"HDLBP",2,1.66268e-08,TRUE
"STON1",1,9.98367e-12,TRUE
"STON1-GTF2A1L",1,5.11941e-13,TRUE
"GTF2A1L",1,8.78164e-52,TRUE
"ACYP2",1,1.19244e-06,TRUE
"RP11-477N3.1",1,1.6818e-09,TRUE
"C2orf73",1,1.43205e-22,TRUE
"EML6",1,1.19674e-07,TRUE
"CLHC1",1,3.56957e-10,TRUE
"MTIF2",1,1.68231e-08,TRUE
"CCDC88A",1,2.35024e-07,TRUE
"SMEK2",1,1.48645e-06,TRUE
"EFEMP1",1,8.68945e-08,TRUE
"CCDC85A",1,7.54915e-28,TRUE
"KIAA1841",1,2.04414e-80,TRUE
"WDSUB1",1,4.55142e-33,TRUE
"AC009961.3",1,3.8361e-24,TRUE
"LY75-CD302",1,7.15052e-63,TRUE
"LY75",1,4.72109e-70,TRUE
"PLA2R1",1,3.10237e-06,TRUE
"AC009299.3",1,6.03408e-107,TRUE
"SLC38A11",1,3.03037e-14,TRUE
"GALNT3",1,1.68351e-11,TRUE
"TTC21B",1,4.35151e-09,TRUE
"G6PC2",1,3.13649e-09,TRUE
"SPC25",1,4.0838e-12,TRUE
"FASTKD1",1,1.2498e-09,TRUE
"CCDC173",1,2.1903e-16,TRUE
"GAD1",1,5.80047e-07,TRUE
"TLK1",1,1.91887e-09,TRUE
"DYNC1I2",1,6.33304e-17,TRUE
"PDK1",1,2.69711e-06,TRUE
"CDCA7",1,2.81312e-25,TRUE
"OLA1",1,5.00109e-09,TRUE
"SCRN3",1,1.31713e-06,TRUE
"WIPF1",1,4.62633e-12,TRUE
"CHRNA1",1,1.87984e-11,TRUE
"ATF2",1,3.27466e-06,TRUE
"ATP5G3",1,2.94325e-11,TRUE
"KIAA1715",1,7.1994e-11,TRUE
"AGPS",1,3.63933e-11,TRUE
"OSBPL6",1,1.0005e-06,TRUE
"FKBP7",1,6.77552e-07,TRUE
"UBE2E3",1,5.1631e-07,TRUE
"CERKL",1,4.20818e-09,TRUE
"PPP1R1C",1,1.61207e-28,TRUE
"NUP35",1,6.93911e-07,TRUE
"RP11-438L19.1",1,8.82849e-07,TRUE
"FSIP2",1,1.65522e-07,TRUE
"ITGAV",1,5.62273e-08,TRUE
"PHOSPHO2",2,1.31978e-10,TRUE
"GULP1",1,3.28608e-20,TRUE
"ASNSD1",1,7.78377e-19,TRUE
"ORMDL1",1,3.87381e-33,TRUE
"HIBCH",1,2.51625e-29,TRUE
"MFSD6",1,1.95902e-07,TRUE
"IMMT",1,1.2461e-09,TRUE
"REEP1",1,4.01573e-12,TRUE
"CHMP3",1,1.05167e-10,TRUE
"RNF103-CHMP3",1,1.61923e-08,TRUE
"CD8A",1,3.38082e-08,TRUE
"RGPD1",1,2.79768e-10,TRUE
"PLGLB1",1,7.12356e-10,TRUE
"PLGLB2",1,2.43968e-06,TRUE
"THNSL2",1,5.67164e-88,TRUE
"ZNF514",1,4.01049e-17,TRUE
"ADRA2B",1,4.08471e-07,TRUE
"CNNM3",1,6.48402e-06,TRUE
"FAHD2B",1,1.71079e-06,TRUE
"ANKRD36",1,1.81439e-07,TRUE
"AC159540.2",1,4.11525e-20,TRUE
"AC159540.1",1,1.90902e-33,TRUE
"ZAP70",1,8.3506e-18,TRUE
"UNC50",1,1.1516e-07,TRUE
"LIPT1",1,2.73034e-33,TRUE
"TSGA10",1,1.32159e-49,TRUE
"AFF3",1,9.89647e-09,TRUE
"LONRF2",1,4.50209e-09,TRUE
"CREG2",1,4.12066e-10,TRUE
"RFX8",1,5.62734e-10,TRUE
"IL1R2",1,1.23618e-34,TRUE
"IL1RL2",1,5.21225e-14,TRUE
"IL1RL1",1,2.19376e-07,TRUE
"MRPS9",1,2.40953e-09,TRUE
"C2orf40",1,3.48736e-11,TRUE
"SULT1C2",1,1.18897e-13,TRUE
"SULT1C4",1,2.30243e-07,TRUE
"GCC2",1,1.18105e-06,TRUE
"SEPT10",1,1.06645e-08,TRUE
"AC013268.5",1,4.29455e-14,TRUE
"LINC00116",1,6.56731e-07,TRUE
"AC112229.7",1,7.48247e-09,TRUE
"AC108463.1",1,8.16923e-11,TRUE
"MERTK",1,1.4063e-34,TRUE
"FBLN7",1,2.75348e-07,TRUE
"RGPD8",1,6.36905e-56,TRUE
"AC079922.3",1,1.84244e-10,TRUE
"CCDC88C",1,1.37931e-08,TRUE
"TC2N",1,7.1921e-07,TRUE
"IL1R1",2,1.15202e-07,TRUE
"POLR1B",2,2.99764e-14,TRUE
"ATXN3",1,7.92929e-09,TRUE
"CPSF2",1,1.27202e-19,TRUE
"RIN3",1,1.80864e-06,TRUE
"LGMN",1,1.73547e-08,TRUE
"BTBD7",1,1.52895e-07,TRUE
"IFI27L1",1,6.40506e-17,TRUE
"IFI27L2",1,9.93164e-25,TRUE
"SERPINA6",1,2.06292e-09,TRUE
"SERPINA1",1,3.81305e-08,TRUE
"SERPINA4",1,4.82557e-09,TRUE
"DICER1",1,1.15215e-08,TRUE
"GLRX5",1,1.94816e-12,TRUE
"LINC00617",1,2.29844e-06,TRUE
"C14orf132",1,1.89984e-06,TRUE
"VRK1",1,5.98127e-07,TRUE
"EVL",1,6.69852e-11,TRUE
"DEGS2",1,2.69054e-06,TRUE
"WDR25",1,2.07872e-09,TRUE
"DLK1",1,3.99457e-08,TRUE
"AL132709.8",1,3.42266e-08,TRUE
"RP11-909M7.3",1,2.74245e-06,TRUE
"RP11-1017G21.5",1,6.06944e-14,TRUE
"MARK3",1,7.61363e-08,TRUE
"CKB",1,2.02776e-06,TRUE
"APOPT1",1,6.73495e-10,TRUE
"RP11-73M18.9",1,9.81506e-17,TRUE
"XRCC3",1,6.01146e-07,TRUE
"PPP1R13B",1,3.69964e-06,TRUE
"TDRD9",1,2.68128e-11,TRUE
"KIF26A",1,2.57749e-18,TRUE
"TMEM179",1,3.22683e-14,TRUE
"RP11-982M15.6",1,1.24444e-06,TRUE
"ADSSL1",1,1.00673e-18,TRUE
"LINC00638",1,2.22914e-16,TRUE
"C14orf79",1,8.77572e-21,TRUE
"SNRNP25",1,2.51237e-13,TRUE
"POLR3K",1,7.86722e-07,TRUE
"NPRL3",1,1.09068e-17,TRUE
"ITFG3",2,2.08694e-09,TRUE
"ARHGDIG",1,3.50227e-09,TRUE
"RGS11",1,1.0992e-06,TRUE
"PDIA2",1,2.03564e-20,TRUE
"TMEM8A",1,6.41074e-17,TRUE
"DECR2",1,1.92242e-56,TRUE
"WFIKKN1",1,3.53222e-23,TRUE
"C16orf13",1,1.61211e-17,TRUE
"RP11-433J8.1",2,2.12236e-06,TRUE
"RP11-543C4.1",2,7.1676e-09,TRUE
"MOK",2,2.78186e-06,TRUE
"MSLN",1,1.24637e-08,TRUE
"LMF1",1,8.33222e-16,TRUE
"CACNA1H",1,1.66259e-06,TRUE
"TPSG1",1,3.21225e-08,TRUE
"RP11-616M22.7",1,6.16535e-11,TRUE
"BAIAP3",1,2.31359e-28,TRUE
"IGFALS",1,3.34546e-11,TRUE
"FAHD1",1,3.07061e-84,TRUE
"HAGH",1,7.27047e-24,TRUE
"RPL3L",1,9.86626e-45,TRUE
"RPS2",1,3.80122e-09,TRUE
"SNHG9",1,1.03821e-23,TRUE
"SYNGR3",1,1.46332e-15,TRUE
"MLST8",1,1.83513e-09,TRUE
"MIR940",1,1.02335e-06,TRUE
"ZG16B",1,2.40797e-45,TRUE
"LA16c-325D7.2",1,3.00825e-22,TRUE
"FLYWCH1",1,7.92888e-34,TRUE
"PAQR4",1,6.0483e-07,TRUE
"LA16c-380H5.5",1,1.48531e-31,TRUE
"IL32",1,2.24163e-19,TRUE
"TIGD7",1,6.4234e-07,TRUE
"NAA60",2,3.99953e-11,TRUE
"CLUAP1",1,1.23662e-29,TRUE
"ADCY9",1,6.07253e-07,TRUE
"RP11-95P2.1",1,3.12144e-07,TRUE
"MGRN1",1,7.90278e-09,TRUE
"ZNF500",1,1.21103e-14,TRUE
"SMIM22",1,2.93349e-17,TRUE
"CARHSP1",1,2.0108e-07,TRUE
"ATF7IP2",1,8.23776e-11,TRUE
"EMP2",1,3.52734e-08,TRUE
"MIS18BP1",1,9.37962e-07,TRUE
"RPL36AL",1,3.75128e-17,TRUE
"VCPKMT",1,3.50781e-18,TRUE
"ATP5S",1,5.69181e-10,TRUE
"L2HGDH",1,2.48741e-06,TRUE
"PYGL",1,1.66046e-10,TRUE
"RP11-218E20.3",1,1.00563e-06,TRUE
"TRIM9",1,1.68337e-17,TRUE
"TXNDC16",1,3.60003e-08,TRUE
"GPR137C",1,7.86167e-07,TRUE
"BMP4",1,2.75939e-06,TRUE
"WDHD1",1,2.37826e-13,TRUE
"RP11-665C16.6",1,3.19833e-16,TRUE
"TMEM260",1,7.12333e-12,TRUE
"ACTR10",1,1.1579e-12,TRUE
"NMRAL1",2,1.51089e-14,TRUE
"PTGDR",2,2.16146e-06,TRUE
"C14orf37",1,1.07552e-09,TRUE
"GPR135",1,2.94142e-06,TRUE
"JKAMP",1,1.21115e-06,TRUE
"CCDC175",1,3.22418e-08,TRUE
"C14orf39",1,3.8485e-07,TRUE
"TMEM30B",1,5.03899e-07,TRUE
"SNAPC1",1,3.00196e-17,TRUE
"RHOJ",1,3.13492e-08,TRUE
"ESR2",1,1.60077e-07,TRUE
"MTHFD1",1,1.10779e-11,TRUE
"PLEKHG3",1,3.23384e-06,TRUE
"CHURC1",1,6.0336e-108,TRUE
"FNTB",1,2.37865e-10,TRUE
"SYN1",1,1.21747e-05,TRUE
"KCND1",1,6.64729e-06,TRUE
"CACNA1F",1,3.08969e-11,TRUE
"USP27X-AS1",1,4.40202e-07,TRUE
"FAM156B",1,2.21961e-05,TRUE
"FAM156A",1,1.72866e-22,TRUE
"GPR173",1,1.01714e-06,TRUE
"TRO",1,2.33449e-05,TRUE
"MAGEH1",1,2.56223e-06,TRUE
"KLF8",1,2.31753e-06,TRUE
"SPIN2B",1,2.87451e-07,TRUE
"AR",1,1.09401e-06,TRUE
"LINC00269",1,2.65879e-14,TRUE
"EDA",1,3.29623e-12,TRUE
"PIN4",1,4.13171e-19,TRUE
"NAP1L6",1,3.63127e-05,TRUE
"JPX",1,2.40747e-09,TRUE
"CXorf56",1,6.24386e-26,TRUE
"SEPT6",1,1.65781e-06,TRUE
"RNF113A",1,1.79006e-08,TRUE
"TMEM255A",1,8.54221e-30,TRUE
"TENM1",1,1.50198e-06,TRUE
"IGSF1",1,4.8452e-15,TRUE
"RP11-453F18__B.1",1,2.66446e-10,TRUE
"FAM127C",1,4.38812e-09,TRUE
"ARHGEF6",1,8.5289e-10,TRUE
"LDOC1",1,5.47574e-15,TRUE
"SLITRK4",1,1.15018e-09,TRUE
"SLITRK2",1,1.29866e-13,TRUE
"AF011889.2",1,3.95973e-29,TRUE
"TMEM185A",1,9.45825e-09,TRUE
"VMA21",1,7.42441e-07,TRUE
"PNMA3",1,1.72653e-17,TRUE
"L3HYPDH",2,9.76752e-22,TRUE
"DHRS7",2,1.3708e-09,TRUE
"ARR3",2,1.55258e-08,TRUE
"HS6ST2",2,1.31991e-07,TRUE
"PNMA6C",1,3.99487e-19,TRUE
"SSR4",1,5.33737e-06,TRUE
"TMEM187",1,1.32797e-15,TRUE
"IRAK1",1,2.98611e-06,TRUE
"FAM50A",1,4.57244e-09,TRUE
"FAM3A",1,3.02036e-14,TRUE
"F8A1",1,8.47476e-57,TRUE
"BRCC3",1,3.13513e-05,TRUE
"TMLHE",1,2.6837e-33,TRUE
"INO80C",1,4.94176e-07,TRUE
"MOCOS",1,5.8639e-11,TRUE
"TPGS2",1,2.58024e-22,TRUE
"RP11-142I20.1",1,3.16694e-22,TRUE
"PIK3C3",1,3.44833e-06,TRUE
"SLC14A1",1,1.58167e-06,TRUE
"PSTPIP2",1,4.46987e-07,TRUE
"HAUS1",1,2.143e-16,TRUE
"HDHD2",1,8.6834e-27,TRUE
"ZBTB7C",1,1.03542e-07,TRUE
"RPL17",1,2.07675e-09,TRUE
"LIPG",1,9.8257e-09,TRUE
"ACAA2",1,1.3887e-14,TRUE
"RP11-886H22.1",1,7.47423e-12,TRUE
"POLI",1,9.02812e-36,TRUE
"FECH",1,1.59758e-12,TRUE
"NARS",1,1.27979e-06,TRUE
"PIGN",1,1.49545e-23,TRUE
"TNFRSF11A",1,1.62291e-08,TRUE
"HMSD",1,3.27919e-10,TRUE
"SERPINB8",1,2.87489e-08,TRUE
"CDH19",1,3.13076e-07,TRUE
"LINC00909",1,4.85353e-12,TRUE
"ZADH2",1,7.25469e-14,TRUE
"RP11-111H3.3",1,5.18345e-08,TRUE
"MBP",1,1.4916e-12,TRUE
"AC139100.2",1,2.72132e-06,TRUE
"C17orf75",1,4.48977e-14,TRUE
"CDK5R1",1,4.51726e-09,TRUE
"AC084809.3",1,3.74772e-06,TRUE
"TMEM98",1,1.4647e-11,TRUE
"ASIC2",1,9.57676e-13,TRUE
"TMEM132E",1,7.48788e-09,TRUE
"LIG3",1,7.86721e-13,TRUE
"CCT6B",1,6.88516e-08,TRUE
"RAD51L3-RFFL",1,1.73836e-06,TRUE
"SLFN5",1,1.10274e-16,TRUE
"SLFN12",1,1.00482e-06,TRUE
"DHRS11",1,1.91648e-09,TRUE
"GAB3",2,1.59692e-05,TRUE
"RFFL",2,1.66355e-06,TRUE
"TADA2A",1,2.64763e-12,TRUE
"SYNRG",1,1.2876e-08,TRUE
"MRPL45",1,1.82664e-06,TRUE
"PCGF2",1,2.56119e-15,TRUE
"PIP4K2B",1,8.88925e-10,TRUE
"STARD3",1,8.61541e-09,TRUE
"GSDMB",1,2.92506e-06,TRUE
"ORMDL3",1,2.0571e-06,TRUE
"MED24",1,4.9647e-07,TRUE
"SMARCE1",1,2.45085e-10,TRUE
"TMEM99",1,5.37466e-13,TRUE
"KRT40",1,1.71409e-39,TRUE
"TEN1",1,1.03565e-18,TRUE
"CDK3",1,4.88907e-07,TRUE
"ST6GALNAC2",1,6.0162e-07,TRUE
"ST6GALNAC1",1,1.36049e-08,TRUE
"MXRA7",1,1.70564e-24,TRUE
"MFSD11",1,3.21382e-06,TRUE
"SYNGR2",1,8.09596e-08,TRUE
"RP11-353N14.5",1,1.10146e-06,TRUE
"GAA",1,1.65661e-18,TRUE
"CARD14",1,6.40375e-07,TRUE
"SLC38A10",1,1.79479e-08,TRUE
"ARL16",1,4.43647e-43,TRUE
"STRA13",1,1.24881e-20,TRUE
"OGFOD3",1,1.33226e-10,TRUE
"C17orf62",1,6.69623e-09,TRUE
"NARF",1,7.39588e-08,TRUE
"WDR45B",1,1.73536e-12,TRUE
"FN3KRP",1,3.56469e-44,TRUE
"RP11-497H17.1",1,3.32876e-28,TRUE
"ELP5",1,3.51794e-20,TRUE
"CLDN7",1,8.53736e-23,TRUE
"YBX2",1,1.56662e-09,TRUE
"EIF5A",1,3.34488e-08,TRUE
"CHRNB1",1,1.701e-11,TRUE
"CD68",1,4.12853e-08,TRUE
"ATP1B2",1,4.66502e-08,TRUE
"EFNB3",1,3.68973e-16,TRUE
"CNTROB",1,5.35355e-07,TRUE
"KRBA2",1,8.88973e-07,TRUE
"STX8",1,9.98521e-10,TRUE
"MYH3",1,6.37597e-07,TRUE
"CTC-297N7.8",1,5.11387e-25,TRUE
"ADPRM",1,4.42156e-14,TRUE
"PGAP3",2,5.98555e-27,TRUE
"CASC3",1,4.54988e-06,TRUE
"RP11-1055B8.4",2,2.53906e-10,TRUE
"KCNAB3",2,6.35234e-08,TRUE
"RP11-849F2.8",2,6.87081e-07,TRUE
"TMEM220",1,3.15136e-22,TRUE
"SHISA6",1,1.33917e-22,TRUE
"RP11-680C21.1",1,2.33448e-17,TRUE
"RP11-214O1.2",1,2.92291e-11,TRUE
"TVP23C-CDRT4",1,2.37873e-08,TRUE
"TVP23C",1,6.02955e-19,TRUE
"CDRT1",1,9.33486e-07,TRUE
"TBC1D26",1,2.17351e-06,TRUE
"CTD-3157E16.1",1,2.28884e-12,TRUE
"ADORA2B",1,5.42501e-45,TRUE
"ZSWIM7",1,1.83832e-25,TRUE
"CENPV",1,1.01387e-14,TRUE
"TRPV2",1,5.38192e-12,TRUE
"FAM211A",1,3.21355e-10,TRUE
"ZNF624",1,1.36365e-12,TRUE
"RP11-45M22.4",1,2.57092e-06,TRUE
"FLCN",1,1.21199e-14,TRUE
"SCRN2",1,2.19941e-10,TRUE
"PRR15L",1,1.11761e-07,TRUE
"CDK5RAP3",1,1.65143e-06,TRUE
"CBX1",1,2.09278e-07,TRUE
"SNX11",1,2.46211e-12,TRUE
"HOXB2",1,2.53778e-06,TRUE
"TTLL6",1,3.84768e-08,TRUE
"ZNF652",1,2.54926e-11,TRUE
"SGCA",1,2.49538e-56,TRUE
"COL1A1",1,3.06706e-06,TRUE
"MYCBPAP",1,4.71458e-11,TRUE
"EPN3",1,2.84401e-08,TRUE
"SPATA20",1,2.03819e-64,TRUE
"ABCC3",1,2.71931e-11,TRUE
"NME1",1,1.33113e-11,TRUE
"NME1-NME2",1,1.0762e-08,TRUE
"NME2",1,3.25745e-10,TRUE
"CA10",1,5.40083e-13,TRUE
"TOM1L1",1,2.00699e-06,TRUE
"COX11",1,4.86671e-11,TRUE
"RAD51C",1,1.45794e-18,TRUE
"SKA2",1,6.23698e-06,TRUE
"RPS6KB1",1,3.84503e-07,TRUE
"RP11-178C3.2",1,3.30595e-41,TRUE
"HEATR6",1,2.84664e-16,TRUE
"ZNF860",1,2.25547e-06,TRUE
"OSBPL10",1,1.73786e-12,TRUE
"GPD1L",1,5.62564e-10,TRUE
"ELAC2",2,4.89579e-14,TRUE
"TTC19",2,8.46187e-14,TRUE
"PNPO",2,1.66894e-07,TRUE
"SKAP1",2,6.82595e-08,TRUE
"RP11-700H6.1",2,1.6248e-18,TRUE
"GLB1",1,4.39076e-10,TRUE
"SUSD5",1,8.24334e-25,TRUE
"PDCD6IP",1,6.7504e-07,TRUE
"STAC",1,3.95692e-06,TRUE
"SCN11A",1,1.15367e-09,TRUE
"GORASP1",1,7.00621e-07,TRUE
"XIRP1",1,2.11089e-11,TRUE
"SLC25A38",1,1.00409e-08,TRUE
"RPSA",1,2.42019e-49,TRUE
"MYRIP",1,2.78751e-10,TRUE
"RPL14",1,1.2435e-06,TRUE
"RP11-391M1.4",1,2.69671e-06,TRUE
"ZNF619",1,2.83684e-07,TRUE
"ULK4",1,3.42195e-53,TRUE
"VIPR1",1,1.0377e-08,TRUE
"CCDC13",1,2.0124e-14,TRUE
"KRBOX1",1,2.7415e-06,TRUE
"ZNF197",1,1.25671e-09,TRUE
"ZNF502",1,3.07296e-20,TRUE
"ZNF501",1,3.07571e-10,TRUE
"KIAA1143",1,3.19406e-11,TRUE
"EXOSC7",1,1.35005e-06,TRUE
"LARS2",1,2.18946e-11,TRUE
"FYCO1",1,7.94947e-07,TRUE
"LTF",1,1.72444e-07,TRUE
"PRSS46",1,1.78346e-06,TRUE
"PRSS45",1,1.15686e-15,TRUE
"PRSS50",1,7.86185e-12,TRUE
"SETD2",1,7.65381e-06,TRUE
"RPN1",1,5.5943e-09,TRUE
"RP11-723O4.9",1,3.06774e-06,TRUE
"ACAD9",1,4.53312e-06,TRUE
"RP11-77P16.4",1,1.08534e-57,TRUE
"PIK3R4",1,3.65665e-07,TRUE
"NEK11",1,3.49719e-07,TRUE
"ACPP",1,3.03694e-06,TRUE
"ACAD11",1,1.99345e-13,TRUE
"NPHP3",1,4.12104e-17,TRUE
"TMEM108",1,4.78135e-10,TRUE
"TF",1,8.52675e-14,TRUE
"RAB6B",1,3.18139e-22,TRUE
"RP11-375I20.6",1,4.87774e-12,TRUE
"CEP63",1,1.38039e-10,TRUE
"ANAPC13",1,6.74759e-59,TRUE
"EPHB1",1,2.21168e-06,TRUE
"KY",1,1.1592e-13,TRUE
"DCLK3",2,1.43943e-16,TRUE
"CX3CR1",2,1.75664e-27,TRUE
"CCR1",2,4.12007e-09,TRUE
"CPNE4",2,9.39841e-08,TRUE
"PCCB",1,8.09967e-12,TRUE
"DZIP1L",1,3.38656e-11,TRUE
"MRAS",1,2.97895e-10,TRUE
"FAIM",1,2.24462e-10,TRUE
"NMNAT3",1,9.16071e-18,TRUE
"GRK7",1,3.88703e-06,TRUE
"PCOLCE2",1,3.72203e-12,TRUE
"RP11-91G21.1",1,5.93807e-09,TRUE
"PLOD2",1,4.47206e-08,TRUE
"PLSCR4",1,3.14374e-09,TRUE
"PLSCR2",1,7.4649e-08,TRUE
"PLSCR1",1,2.37932e-09,TRUE
"COMMD2",1,3.67403e-10,TRUE
"EIF2A",1,8.91912e-07,TRUE
"RPH3AL",1,9.32897e-10,TRUE
"C17orf97",1,1.25058e-88,TRUE
"FAM101B",1,4.05793e-09,TRUE
"FAM57A",1,2.44927e-16,TRUE
"TIMM22",1,1.16241e-13,TRUE
"SLC43A2",1,2.33104e-10,TRUE
"MIR22HG",1,2.91814e-11,TRUE
"SERPINF1",1,1.33664e-06,TRUE
"SMYD4",1,4.77109e-10,TRUE
"SRR",1,7.5869e-29,TRUE
"MNT",1,3.47863e-08,TRUE
"SPATA22",1,1.73626e-07,TRUE
"TRPV3",1,1.12081e-11,TRUE
"TRPV1",1,1.59319e-09,TRUE
"SHPK",2,4.82461e-25,TRUE
"CTNS",1,4.51938e-11,TRUE
"P2RX5",1,5.40166e-20,TRUE
"CYB5D2",1,1.81104e-07,TRUE
"GGT6",1,3.06915e-09,TRUE
"CXCL16",1,5.77673e-12,TRUE
"ZMYND15",1,2.94941e-08,TRUE
"VMO1",1,2.36388e-07,TRUE
"RP11-81A22.5",1,1.20462e-20,TRUE
"PLD2",1,1.33051e-08,TRUE
"C17orf107",1,1.07318e-11,TRUE
"CHRNE",1,1.6017e-09,TRUE
"SPAG7",1,4.3132e-12,TRUE
"INCA1",1,7.75463e-07,TRUE
"USP6",1,1.9499e-19,TRUE
"ZNF232",1,3.314e-22,TRUE
"MIS12",1,2.32614e-09,TRUE
"A4GNT",2,5.51839e-08,TRUE
"AC108004.2",2,1.72801e-07,TRUE
"SERPINF2",2,2.76074e-11,TRUE
"NUP88",2,8.95868e-11,TRUE
"NLRP1",1,9.47964e-17,TRUE
"WSCD1",1,1.04698e-07,TRUE
"PITPNM3",1,9.46016e-07,TRUE
"TXNDC17",1,6.65504e-08,TRUE
"MED31",1,2.3808e-15,TRUE
"C17orf100",1,2.85561e-28,TRUE
"ALOX12",1,1.93512e-18,TRUE
"AC027763.2",1,2.30129e-08,TRUE
"RNASEK",1,9.62111e-10,TRUE
"SLC16A13",1,4.72568e-07,TRUE
"ACADVL",1,2.06772e-07,TRUE
"FBXO39",2,1.35855e-09,TRUE
"RNASEK-C17orf49",2,2.18621e-08,TRUE
